"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Barker J.; Marxer R.; Vincent E.; Watanabe S.","Barker, Jon (7401680706); Marxer, Ricard (24335757500); Vincent, Emmanuel (14010158800); Watanabe, Shinji (35373073400)","7401680706; 24335757500; 14010158800; 35373073400","The third 'CHiME' speech separation and recognition challenge: Dataset, task and baselines","2016","2015 IEEE Workshop on Automatic Speech Recognition and Understanding, ASRU 2015 - Proceedings","627","10.1109/ASRU.2015.7404837","https://www.scopus.com/pages/publications/84964452021?origin=resultslist","University of Sheffield, United Kingdom; Inria, France; MERL, United States","Barker J., University of Sheffield, United Kingdom; Marxer R., University of Sheffield, United Kingdom; Vincent E., Inria, France; Watanabe S., MERL, United States","The CHiME challenge series aims to advance far field speech recognition technology by promoting research at the interface of signal processing and automatic speech recognition. This paper presents the design and outcomes of the 3rd CHiME Challenge, which targets the performance of automatic speech recognition in a real-world, commercially-motivated scenario: a person talking to a tablet device that has been fitted with a six-channel microphone array. The paper describes the data collection, the task definition and the baseline systems for data simulation, enhancement and recognition. The paper then presents an overview of the 26 systems that were submitted to the challenge focusing on the strategies that proved to be most successful relative to the MVDR array processing and DNN acoustic modeling reference system. Challenge findings related to the role of simulated data in system training and evaluation are discussed. © 2015 IEEE.","'CHiME' challenge; microphone array; Noise-robust ASR","Acoustic arrays; Audio signal processing; Speech recognition; 'CHiME' challenge; Automatic speech recognition; Far-field; Microphone arrays; Noise robust ASR; Performance; Real-world; Signal-processing; Speech recognition technology; Speech separation; Microphone array","","","Institute of Electrical and Electronics Engineers Inc.","Conference paper","Scopus"
"Bansal P.; Kockelman K.M.; Wang Y.","Bansal, Prateek (56640831800); Kockelman, Kara M. (7003820247); Wang, Yiyi (55796514000)","56640831800; 7003820247; 55796514000","Hybrid electric vehicle ownership and fuel economy across Texas an application of spatial models","2015","Transportation Research Record","25","10.3141/2495-06","https://www.scopus.com/pages/publications/84976320040?origin=resultslist","Department of Civil, Architectural, and Environmental Engineering, University of Texas at Austin, 1 University Station (Mail Code C1761), Austin, 78712-1076, TX, United States; Civil Engineering Department, College of Engineering, Montana State University, Cobleigh Hall 214, Bozeman, 59718, MT, United States","Bansal P., Department of Civil, Architectural, and Environmental Engineering, University of Texas at Austin, 1 University Station (Mail Code C1761), Austin, 78712-1076, TX, United States; Kockelman K.M., Department of Civil, Architectural, and Environmental Engineering, University of Texas at Austin, 1 University Station (Mail Code C1761), Austin, 78712-1076, TX, United States; Wang Y., Civil Engineering Department, College of Engineering, Montana State University, Cobleigh Hall 214, Bozeman, 59718, MT, United States","Policymakers, transport planners, automobile manufacturers, and others are interested in the factors that affect adoption rates of electric vehicles and other fuel-efficient vehicles. With tract-level data from the 2010 census and registered vehicle counts from Texas counties in 2010, this study investigated the impact of various built environment and demographic attributes, including land use balance, employment density, population density, median age, gender, race, education, household size, and income. Spatial autocorrelation (across census tracts) in unobserved components of vehicle counts by tract and cross-response correlation (both spatial and local-aspatial in nature) was allowed for by the estimation of models of ownership levels (vehicle counts by vehicle type and fuel economy level) with bivariate and trivariate Poisson-lognormal conditional autoregressive models. The presence of high spatial autocorrelations and local cross-response correlations was consistent in all models across all counties studied. Ownership rates for fuel-efficient vehicles were found to rise with household income, resident education levels, and the share of male residents and to fall in the presence of larger household sizes and higher job densities. The average fuel economy of each tract's light-duty vehicles was also analyzed with a spatial error model across all Texas tracts, and this variable was found to depend most on educational attainment levels, median age, income, and household size variables, though all covariates used were statistically significant. If households registering more fuel-efficient vehicles, including hybrid electric vehicles, are also more inclined to purchase plug-in electric vehicles, these findings can assist in spatial planning of charging infrastructure as well as other calculations (such as implications for the revenue from gas tax).","","Autocorrelation; Economics; Land use; Plug-in hybrid vehicles; Population statistics; Surveys; Automobile manufacturers; Fuel-efficient vehicles; Policy makers; Registered vehicles; Spatial autocorrelations; Spatial modelling; Transport planners; Vehicle counts; Vehicle fuels; Vehicle ownership; Fuel economy","","","National Research Council","Article","Scopus"
"Silva E.F.; Gamino M.; De Andrade A.M.H.; Corrêa M.A.; Vázquez M.; Bohn F.","Silva, E.F. (16040378800); Gamino, M. (23984425900); De Andrade, A.M.H. (7006872497); Corrêa, M.A. (55849443600); Vázquez, M. (7401539793); Bohn, F. (14420660900)","16040378800; 23984425900; 7006872497; 55849443600; 7401539793; 14420660900","Tunable asymmetric magnetoimpedance effect in ferromagnetic NiFe/Cu/Co films","2014","Applied Physics Letters","32","10.1063/1.4895708","https://www.scopus.com/pages/publications/84907092890?origin=resultslist","Departamento de Física Teórica e Experimental, Universidade Federal Do Rio Grande Do Norte, Natal, RN, 59078-900, Brazil; Instituto de Física, Universidade Federal Do Rio Grande de sul, Porto Alegre, RS, 91501-970, Brazil; Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, 28049, Spain","Silva E.F., Departamento de Física Teórica e Experimental, Universidade Federal Do Rio Grande Do Norte, Natal, RN, 59078-900, Brazil; Gamino M., Instituto de Física, Universidade Federal Do Rio Grande de sul, Porto Alegre, RS, 91501-970, Brazil; De Andrade A.M.H., Instituto de Física, Universidade Federal Do Rio Grande de sul, Porto Alegre, RS, 91501-970, Brazil; Corrêa M.A., Departamento de Física Teórica e Experimental, Universidade Federal Do Rio Grande Do Norte, Natal, RN, 59078-900, Brazil; Vázquez M., Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, 28049, Spain; Bohn F., Departamento de Física Teórica e Experimental, Universidade Federal Do Rio Grande Do Norte, Natal, RN, 59078-900, Brazil","We investigate the magnetization dynamics through the magnetoimpedance effect in ferromagnetic NiFe/Cu/Co films. We observe that the magnetoimpedance response is dependent on the thickness of the non-magnetic Cu spacer material. We verify asymmetric magnetoimpedance in films with biphase magnetic behavior and explore the possibility of tuning the linear region of the magnetoimpedance curves around zero magnetic field by varying the thickness of the spacer and probe current frequency. We discuss the experimental results in terms of the different mechanisms governing the magnetization dynamics at distinct frequency ranges, quasi-static magnetic properties, thickness of the spacer, and the kind of the magnetic interaction between the ferromagnetic layers. The results place films with biphase magnetic behavior exhibiting asymmetric magnetoimpedance effect as very attractive candidates for application as probe element in the development of auto-biased linear magnetic field sensors. © 2014 AIP Publishing LLC.","","Asymmetric magnetoimpedance","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","","American Institute of Physics Inc.","Article","Scopus"
"Sharma H.B.; Vanapalli K.R.; Barnwal V.K.; Dubey B.; Bhattacharya J.","Sharma, Hari Bhakta (57208556320); Vanapalli, Kumar Raja (57215611990); Barnwal, Vikram Kumar (57222600895); Dubey, Brajesh (7006735581); Bhattacharya, Jayanta (15080698000)","57208556320; 57215611990; 57222600895; 7006735581; 15080698000","Evaluation of heavy metal leaching under simulated disposal conditions and formulation of strategies for handling solar panel waste","2021","Science of the Total Environment","78","10.1016/j.scitotenv.2021.146645","https://www.scopus.com/pages/publications/85103408065?origin=resultslist","Environmental Engineering and Management, Department of Civil Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; School of Environmental Science and Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; Department of Mining Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India","Sharma H.B., Environmental Engineering and Management, Department of Civil Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; Vanapalli K.R., School of Environmental Science and Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; Barnwal V.K., Environmental Engineering and Management, Department of Civil Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; Dubey B., Environmental Engineering and Management, Department of Civil Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India, School of Environmental Science and Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India; Bhattacharya J., School of Environmental Science and Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India, Department of Mining Engineering, Indian Institute of Technology Kharagpur, Kharagpur, 721302, West Bengal, India","With the steady growth in the worldwide solar installed capacity, there is an immediate concern about the fate of the solar panels at the end of their life. Solar panel waste is often disposed of indiscriminately, exposing the environment to chemical hazards. The major objective of the current study was to evaluate the leaching potential of the polycrystalline solar panel waste under different simulated disposal conditions through toxicity characteristic leaching procedure (TCLP), synthetic precipitation leaching procedure (SPLP) and pH static leaching procedure tests. Moreover, the study evaluates the effects of ageing and the breakage of the Glass Laminate Encapsulation (GLE) of solar panels on their leaching potential. Among the metals studied (silver (Ag), aluminium (Al), cadmium (Cd), chromium (Cr), copper (Cu), manganese (Mn), lead (Pb), and zinc (Zn)), the concentrations of Pb were as high as 9.3 mg/L, 1.4 mg/L, 6.7 mg/L in the TCLP, SPLP, and pH static test respectively. This indicated the hazardous nature of the waste with leaching potential of Pb above the permissible limits stipulated by various regulatory bodies. The presence of GLE reduced the mobility of Pb by a factor of 4.1–8.8 in the TCLP test, thereby rendering the waste as non-hazardous for its disposal in a landfill. However, the indiscriminate disposal of solar panel waste in the natural environment as simulated by the SPLP test indicated its harmful nature irrespective of the physical condition. Ageing of the solar panels before disposal and acidic pH conditions also positively influenced the leaching potential of the selected metals subjected to their reactivity and the accessibility of internal layers of waste to the leaching solution. Strategies such as extended producer responsibilty, advance-recycling fee, and incentivizing the recycling industry will lead to both economic benefit creation and effective waste management of this waste stream. © 2021 Elsevier B.V.","Leaching tests; Policy framework; Polycrystalline solar panels; Solar panel waste; TCLP","Heavy metals; Recycling; Solar cell arrays; Solar concentrators; Testing; Waste disposal; aluminum; cadmium; chromium; copper; heavy metal; lead; manganese; silver; zinc; Disposal conditions; Glass laminates; Leaching potential; Leaching test; Policy framework; Polycrystalline solar panel; Solar panel waste; Solar panels; Synthetic precipitation leaching procedures; Toxicity characteristics leaching procedures; electronic waste; heavy metal; leaching; photovoltaic system; policy making; strategic approach; toxicity; waste disposal; Article; concentration (parameter); controlled study; landfill; leaching; municipal solid waste; pH; precipitation; priority journal; recycling; waste disposal; Leaching","Indian Institute of Technology Ropar, ITT Ropar","Authors like to acknowledge the analytical support from Department of Civil and Environmental Engineering, Indian Institute of Technology Patna, Bihar. We are thankful to Prof Subrata Hait and PhD scholar Amber Trivedi for their help with metal analysis using ICP-MS. ","Elsevier B.V.","Article","Scopus"
"Fawaz A.; Berthier R.; Sanders W.H.","Fawaz, Ahmed (36785663000); Berthier, Robin (22978404300); Sanders, William H. (35602407400)","36785663000; 22978404300; 35602407400","A Response Cost Model for Advanced Metering Infrastructures","2016","IEEE Transactions on Smart Grid","9","10.1109/TSG.2015.2418736","https://www.scopus.com/pages/publications/84941906852?origin=resultslist","University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States","Fawaz A., University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States; Berthier R., University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States; Sanders W.H., University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States","The smart grid is driving the deployment of networked components within the traditional power grid to achieve greater reliability and control. However, those cyber components are creating new security vulnerabilities that could lead to significant disruptions if exploited maliciously. We propose a comprehensive cost model designed to assist in the selection of responses to malicious attacks on an advanced metering infrastructure. The cost model reflects the costs of response actions due to outages in the distribution grid, disruptions of the electricity market, and violations of contractual agreements among stakeholders. We also present a realistic implementation of the cost model using ArcGIS for topology generation and GridLAB-D for grid simulation. The cost model is a step forward toward achievement of automated resilience in the smart grid. It also provides comprehensive modeling for system dynamics and operation costs, while relieving utilities from the burden of manually assigning costs for response actions and modeling attacker steps. © 2010-2012 IEEE.","Critical infrastructures; intrusion tolerance; security; security assessment tools","Advanced metering infrastructures; Costs; Design; Electric power system control; Electric power transmission networks; Network security; Topology; Comprehensive costs; Comprehensive model; Contractual agreements; Distribution grid; Electricity market; Networked components; Security vulnerabilities; Topology generation; Smart power grids","","","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Blasi T.M.; Fernandes T.S.P.; Gevers D.N.; Aoki A.R.; Impinnisi P.R.; Da Pinto C.L.S.; Da Damasceno P.M.R.V.","Blasi, Thaís M. (57203001977); Fernandes, Thelma S. P. (7006412428); Gevers, Daniel N. (58136230800); Aoki, Alexandre R. (24821685900); Impinnisi, Patrício R. (8342522900); Da Pinto, Cleverson L. S. (35434546500); Da Damasceno, Patricia M. R. V. (57210173467)","57203001977; 7006412428; 58136230800; 24821685900; 8342522900; 35434546500; 57210173467","Evaluation of the Impacts of Renewables Sources and Battery Systems in Distribution Feeders with Different Penetration Levels","2019","2019 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT Latin America 2019","6","10.1109/ISGT-LA.2019.8895349","https://www.scopus.com/pages/publications/85075728481?origin=resultslist","Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil; Technische Hochschule Ingolstadt, Mechanical Engineering Department, Ingolstadt, Germany; Lactec Institutes, Curitiba, Paraná, Brazil; Copel Distribution, Curitiba, Paraná, Brazil","Blasi T.M., Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil; Fernandes T.S.P., Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil; Gevers D.N., Technische Hochschule Ingolstadt, Mechanical Engineering Department, Ingolstadt, Germany; Aoki A.R., Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil; Impinnisi P.R., Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil, Lactec Institutes, Curitiba, Paraná, Brazil; Da Pinto C.L.S., Federal University of Paraná, Electrical Engineering Department, Curitiba, Paraná, Brazil, Copel Distribution, Curitiba, Paraná, Brazil; Da Damasceno P.M.R.V., Copel Distribution, Curitiba, Paraná, Brazil","The growth of photovoltaic systems (PV) and battery energy storage systems (BESS) will become a challenge for distribution players. In this way it is important to understand how these systems can impact on the distribution grid operation. For this, a study was developed considering the insertion of PV on IEEE 13 buses test feeder, based on different penetration levels. These levels were calculated contemplating two different parameters: the one most used in Brazil, and the parameter that consists in an extended criterion used worldwide. Considering these possibilities, different penetration levels of photovoltaic were defined. In conjunction with photovoltaic generation, a BESS was inserted in the same feeder, in order to evaluate the impacts of this system. From the simulations was possible to evaluate the tap changes, the voltage profile, power losses and the total energy, including if there was reverse power flow at any moment during one day. © 2019 IEEE.","battery energy storage; distributed generation; opendss; penetration levels; photovoltaic","Distributed power generation; Electric batteries; Electric load flow; Electric power transmission networks; Feeding; Photovoltaic cells; Smart power grids; Battery energy storage; Battery energy storage systems; Distribution feeders; Opendss; Penetration level; Photovoltaic; Photovoltaic generation; Photovoltaic systems; Battery storage","Copel Distribution, (PD-2866-0444-2016)","The authors gratefully acknowledge the support from Copel Distribution, through the project called “Spatial Multicriteria Algorithm for Application of Batteries to Quality of Supply”, ANEEL R&D Project PD-2866-0444-2016.","Institute of Electrical and Electronics Engineers Inc.","Conference paper","Scopus"
"Liedlgruber M.; Uhl A.","Liedlgruber, Michael (25422578400); Uhl, Andreas (7005841206)","25422578400; 7005841206","Computer-aided decision support systems for endoscopy in the gastrointestinal tract: A review","2011","IEEE Reviews in Biomedical Engineering","153","10.1109/RBME.2011.2175445","https://www.scopus.com/pages/publications/84855920009?origin=resultslist","Department of Computer Sciences, University of Salzburg, Austria","Liedlgruber M., Department of Computer Sciences, University of Salzburg, Austria; Uhl A., Department of Computer Sciences, University of Salzburg, Austria","Today, medical endoscopy is a widely used procedure to inspect the inner cavities of the human body. The advent of endoscopic imaging techniques-allowing the acquisition of images or videos-created the possibility for the development of the whole new branch of computer-aided decision support systems. Such systems aim at helping physicians to identify possibly malignant abnormalities more accurately. At the beginning of this paper, we give a brief introduction to the history of endoscopy, followed by introducing the main types of endoscopes which emerged so far (flexible endoscope, wireless capsule endoscope, and confocal laser endomicroscope). We then give a brief introduction to computer-aided decision support systems specifically targeted at endoscopy in the gastrointestinal tract. Then we present general facts and figures concerning computer-aided decision support systems and summarize work specifically targeted at computer-aided decision support in the gastrointestinal tract. This summary is followed by a discussion of some common issues concerning the approaches reviewed and suggestions of possible ways to resolve them. © 2008 IEEE.","Computer-aided decision support; confocal laser endomicroscopy; endoscopy; gastrointestinal tract; wireless capsule endoscopy","Capsule Endoscopes; Capsule Endoscopy; Computers; Decision Support Systems, Clinical; Endoscopes, Gastrointestinal; Endoscopy, Gastrointestinal; Gastrointestinal Diseases; Humans; Image Processing, Computer-Assisted; Microscopy, Confocal; Software; Artificial intelligence; Decision support systems; Imaging techniques; confocal laser endomicroscopy; Decision supports; Endoscopic imaging; Flexible endoscopes; Gastrointestinal tract; Human bodies; Inner cavities; Wireless capsule endoscope; wireless capsule endoscopy; capsule endoscope; capsule endoscopy; computer; computer program; confocal microscopy; decision support system; gastrointestinal disease; gastrointestinal endoscope; gastrointestinal endoscopy; human; image processing; methodology; review; Endoscopy","Austrian Science Fund, FWF, (L366-N15, TRP-206); Oesterreichische Nationalbank, OeNB, (12514, 12991)","Manuscript received July 18, 2011; revised October 24, 2011; accepted November 01, 2011. Date of publication November 09, 2011; date of current version January 06, 2012. This work was supported in part by the Austrian Science Fund (FWF) under Project L366-N15 and Project TRP-206 and in part by the Austrian National Bank “Jubiläumsfonds” Project 12514 and Project 12991.","","Article","Scopus"
"Nikityuk I.E.; Moshonkina T.R.; Shcherbakova N.A.; Vissarionov S.V.; Umnov V.V.; Rozhdestvenskii V.Y.; Gerasimenko Y.P.","Nikityuk, I.E. (57190070174); Moshonkina, T.R. (6506810155); Shcherbakova, N.A. (7005659865); Vissarionov, S.V. (6504128319); Umnov, V.V. (6603100700); Rozhdestvenskii, V. Yu. (57190066183); Gerasimenko, Yu. P. (7003598492)","57190070174; 6506810155; 7005659865; 6504128319; 6603100700; 57190066183; 7003598492","Effect of locomotor training and functional electrical stimulation on postural function in children with severe cerebral palsy","2016","Human Physiology","5","10.1134/S0362119716030129","https://www.scopus.com/pages/publications/84977159965?origin=resultslist","Turner Pediatric Orthopedic Research Institute, Ministry of Public Health, St. Petersburg, Russian Federation; Pavlov Institute of Physiology, Russian Academy of Sciences, St. Petersburg, Russian Federation; Cosyma LLC., Moscow, Russian Federation","Nikityuk I.E., Turner Pediatric Orthopedic Research Institute, Ministry of Public Health, St. Petersburg, Russian Federation; Moshonkina T.R., Pavlov Institute of Physiology, Russian Academy of Sciences, St. Petersburg, Russian Federation, Cosyma LLC., Moscow, Russian Federation; Shcherbakova N.A., Pavlov Institute of Physiology, Russian Academy of Sciences, St. Petersburg, Russian Federation; Vissarionov S.V., Turner Pediatric Orthopedic Research Institute, Ministry of Public Health, St. Petersburg, Russian Federation; Umnov V.V., Turner Pediatric Orthopedic Research Institute, Ministry of Public Health, St. Petersburg, Russian Federation; Rozhdestvenskii V.Y., Turner Pediatric Orthopedic Research Institute, Ministry of Public Health, St. Petersburg, Russian Federation; Gerasimenko Y.P., Pavlov Institute of Physiology, Russian Academy of Sciences, St. Petersburg, Russian Federation, Cosyma LLC., Moscow, Russian Federation","Cerebral palsy (CP) considerably impairs the ability to maintain upright stance. The effects of locomotor training and functional electrical stimulation (FES) on postural control were determined in 27 children aged 6–12 years with severe CP. The severity level of the clinical manifestations of CP was classified as 3 according to the Gross Motor Function Classification System (GMFCS). All patients participated in 15 30-min mechanical therapy sessions using robot-assisted passive stepping. In 12 out of 27 children, the locomotion therapy was accompanied by FES. Stabilometry and plantography tests were performed in 23 healthy age-matched children. Postural control in children with CP differed from the stabilograms of healthy children in a forward shift of the center of pressure (COP) projection; higher values of the COP trajectory area and length, the mean amplitude of the COP oscillations, and the absence of COP response to the eyes closed condition. After treatment, the posturographic characteristics tended to normalize in relation to the values obtained in neurologically intact children. The improvement was observed in 43% of children without FES and in 75% of children in the group with FES. Analysis of plantograms revealed normalization of footprints in children who received FES. Thus, it was demonstrated that FES combined with locomotor training resulted in the improvement in vertical posture control in children with severe CP. © 2016, Pleiades Publishing, Inc.","cerebral palsy; footprints; functional electrical stimulation; Lokomat; vertical posture","","","","Maik Nauka Publishing / Springer SBM","Article","Scopus"
"Fedin V.M.; Borts A.I.","Fedin, V.M. (7006916038); Borts, A.I. (6508281860)","7006916038; 6508281860","Volume-surface hardening of freight bogie springs from steels with reduced and controlled hardenability","2009","Metal Science and Heat Treatment","13","10.1007/s11041-010-9218-5","https://www.scopus.com/pages/publications/77954086051?origin=resultslist","All-Russia Research Institute for Rail Transportation (VNIIZhT), Moscow, Russian Federation","Fedin V.M., All-Russia Research Institute for Rail Transportation (VNIIZhT), Moscow, Russian Federation; Borts A.I., All-Russia Research Institute for Rail Transportation (VNIIZhT), Moscow, Russian Federation","Some scientific, engineering, and process aspects of heat hardening of rolling stock screw springs from steels with reduced (55PP) and controlled (55RP) hardenability by the method of volume-surface hardening are considered. The efficiency of the new process from the standpoint of saving of resources due to decrease in the content of alloying elements in the metal and increase in the relaxation resistance and in the endurance limit of the springs hardened by the volume-surface method is demonstrated. Results of laboratory and field tests are analyzed. The main components of a spring production line are described. © 2009 Springer Science+Business Media, Inc.","screw springs of freight bogies; steels with reduced and controlled hardenability; volume-surface hardening","Alloying elements; Bogies (railroad rolling stock); Endurance limit; Field test; Hardenability; Main component; New process; Production line; Relaxation resistance; Rolling stock; Surface hardening; Surface methods; Hardening","","","","Article","Scopus"
"LeMay E.; Ford M.D.; Keefe K.; Sanders W.H.; Muehrcke C.","LeMay, Elizabeth (36642496600); Ford, Michael D. (57213577567); Keefe, Ken (35177835600); Sanders, William H. (35602407400); Muehrcke, Carol (36642714100)","36642496600; 57213577567; 35177835600; 35602407400; 36642714100","Model-based security metrics using ADversary VIew Security Evaluation (ADVISE)","2011","Proceedings of the 2011 8th International Conference on Quantitative Evaluation of Systems, QEST 2011","153","10.1109/QEST.2011.34","https://www.scopus.com/pages/publications/80055043688?origin=resultslist","Information Trust Institute, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, United States; Cyber Defense Agency, Wisconsin Rapids, WI, United States","LeMay E., Information Trust Institute, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, United States; Ford M.D., Information Trust Institute, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, United States; Keefe K., Information Trust Institute, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, United States; Sanders W.H., Information Trust Institute, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, United States; Muehrcke C., Cyber Defense Agency, Wisconsin Rapids, WI, United States","System architects need quantitative security metrics to make informed trade-off decisions involving system security. The security metrics need to provide insight on weak points in the system defense, considering characteristics of both the system and its adversaries. To provide such metrics, we formally define the ADversary View Security Evaluation (ADVISE) method. Our approach is to create an executable state-based security model of a system and an adversary that represents how the adversary is likely to attack the system and the results of such an attack. The attack decision function uses information about adversary attack preferences and possible attacks against the system to mimic how the adversary selects the most attractive next attack step. The adversary's decision involves looking ahead some number of attack steps. System architects can use ADVISE to compare the security strength of system architecture variants and analyze the threats posed by different adversaries. We demonstrate the feasibility and benefits of ADVISE using a case study. To produce quantitative model-based security metrics, we have implemented the ADVISE method in a tool that facilitates user input of system and adversary data and automatically generates executable models. © 2011 IEEE.","Adversary Attack Decisions; Quantitative Security Metrics; State-based Security Model","Adversary Attack Decisions; Decision functions; Executable model; Security evaluation; Security metrics; Security model; Security strengths; State-based; System architects; System architectures; System security; User input; Weak points; Architecture","","","","Conference paper","Scopus"
"Voskoboinik I.; Dunstone M.A.; Baran K.; Whisstock J.C.; Trapani J.A.","Voskoboinik, Ilia (6701564925); Dunstone, Michelle A. (6602164085); Baran, Katherine (15020298000); Whisstock, James C. (56247908700); Trapani, Joseph A. (7005668641)","6701564925; 6602164085; 15020298000; 56247908700; 7005668641","Perforin: Structure, function, and role in human immunopathology","2010","Immunological Reviews","187","10.1111/j.0105-2896.2010.00896.x","https://www.scopus.com/pages/publications/77951689404?origin=resultslist","Cancer Cell Death Laboratory, Peter MacCallum Cancer Centre, 1 East Melbourne, VIC 8006, Locked Bag, Australia; Department of Genetics, University of Melbourne, Parkville, VIC, Australia; Department of Biochemistry and Molecular Biology, Monash University, Clayton, VIC, Australia; Department of Microbiology, Monash University, Clayton, VIC, Australia; ARC Centre of Excellence in Structural and Functional Microbial Genomics, Monash University, Clayton, VIC, Australia; Department of Microbiology and Immunology, University of Melbourne, Parkville, VIC, Australia","Voskoboinik I., Cancer Cell Death Laboratory, Peter MacCallum Cancer Centre, 1 East Melbourne, VIC 8006, Locked Bag, Australia, Department of Genetics, University of Melbourne, Parkville, VIC, Australia; Dunstone M.A., Department of Biochemistry and Molecular Biology, Monash University, Clayton, VIC, Australia, Department of Microbiology, Monash University, Clayton, VIC, Australia; Baran K., Cancer Cell Death Laboratory, Peter MacCallum Cancer Centre, 1 East Melbourne, VIC 8006, Locked Bag, Australia; Whisstock J.C., Department of Biochemistry and Molecular Biology, Monash University, Clayton, VIC, Australia, ARC Centre of Excellence in Structural and Functional Microbial Genomics, Monash University, Clayton, VIC, Australia; Trapani J.A., Cancer Cell Death Laboratory, Peter MacCallum Cancer Centre, 1 East Melbourne, VIC 8006, Locked Bag, Australia, Department of Microbiology and Immunology, University of Melbourne, Parkville, VIC, Australia","The secretory granule-mediated cell death pathway is the key mechanism for elimination of virus-infected and transformed target cells by cytotoxic lymphocytes. The formation of the immunological synapse between an effector and a target cell leads to exocytic trafficking of the secretory granules and the release of their contents, which include pro-apoptotic serine proteases, granzymes, and pore-forming perforin into the synapse. There, perforin polymerizes and forms a transmembrane pore that allows the delivery of granzymes into the cytosol, where they initiate various apoptotic death pathways. Unlike relatively redundant individual granzymes, functional perforin is absolutely essential for cytotoxic lymphocyte function and immune regulation in the host. Nevertheless, perforin is still the least studied and understood cytotoxic molecule in the immune system. In this review, we discuss the current state of affairs in the perforin field: the protein's structure and function as well as its role in immune-mediated diseases. © 2010 John Wiley & Sons A/S.","Apoptosis; Cytotoxic T cells; Immunodeficiency diseases; Natural killer cells; T cells; Viral diseases","Animals; Apoptosis; Cytotoxicity, Immunologic; Granzymes; Humans; Immune System Diseases; Immunological Synapses; Killer Cells, Natural; Models, Molecular; Perforin; Protein Conformation; Protein Transport; Secretory Vesicles; Signal Transduction; Structure-Activity Relationship; T-Lymphocytes, Cytotoxic; complement component C2; complement component C9; granzyme; perforin; perforin inhibitor; protein inhibitor; unclassified drug; beta sheet; cancer susceptibility; carboxy terminal sequence; CD8+ T lymphocyte; cell mediated cytotoxicity; congestive cardiomyopathy; crystal structure; cytosol; cytotoxic T lymphocyte; drug targeting; genetic disorder; hemophagocytic lymphohistiocytosis; human; immunopathogenesis; immunopathology; immunoregulation; insulin dependent diabetes mellitus; intracellular transport; juvenile rheumatoid arthritis; leukemia; lymphocyte function; lymphoma; macrophage activation syndrome; malaria; membrane formation; nonhuman; priority journal; protein depletion; protein function; protein polymerization; protein transport; review; secretory granule; virus myocarditis","","","","Review","Scopus"
