"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Ksoll C.; Lilleør H.B.; Lønborg J.H.; Rasmussen O.D.","Ksoll, Christopher (55584049600); Lilleør, Helene Bie (53463882300); Lønborg, Jonas Helth (56286252600); Rasmussen, Ole Dahl (55327178300)","55584049600; 53463882300; 56286252600; 55327178300","Impact of Village Savings and Loan Associations: Evidence from a cluster randomized trial","2016","Journal of Development Economics","162","10.1016/j.jdeveco.2015.12.003","https://www.scopus.com/pages/publications/84957550140?origin=resultslist","120 University (8007), Ottawa, K1N6N5, ON, Canada; Rockwool Foundation, Sølvgade 10, 2nd floor, K Copenhagen, DK-1307, Denmark; University of Southern, Denmark, Denmark; DanChurchAid, Nørregade 15, Copenhagen K, 1165, Denmark","Ksoll C., 120 University (8007), Ottawa, K1N6N5, ON, Canada; Lilleør H.B., Rockwool Foundation, Sølvgade 10, 2nd floor, K Copenhagen, DK-1307, Denmark; Lønborg J.H., University of Southern, Denmark, Denmark; Rasmussen O.D., University of Southern, Denmark, Denmark, DanChurchAid, Nørregade 15, Copenhagen K, 1165, Denmark","The vast majority of the world's poor live in rural areas of developing countries with little access to financial services. Setting up Village Savings and Loan Associations (VSLAs) has become an increasingly widespread intervention aimed at improving local financial intermediation. Using a cluster randomized trial we investigate the impact of VSLAs in Northern Malawi over a two year period. We find evidence of positive and significant intention-to-treat effects on several outcomes, including the number of meals consumed per day, household expenditure as measured by the USAID Poverty Assessment Tool, and the number of rooms in the dwelling. This effect is linked to an increase in savings and credit obtained through the VSLAs, which has increased agricultural investments and income from small businesses. © 2016 The Authors.","Cluster-randomized controlled trial; Impact evaluation; Malawi; Savings groups; Village Savings and Loan Associations; VSLA","Malawi; cluster analysis; community organization; developing world; financial provision; rural area; rural economy","Rockwool Fonden","The authors wish to thank the implementing partners DanChurchAid and Livingstonia Synod Development Department (SOLDEV), in particular the field team led by Waluza Munthali, the Invest in Knowledge Initiative for data collection, the Rockwool Foundation for financial support for the implementation and evaluation of the VSLAs, and several research assistants, especially Morten Harding Jensen and Rachel Cassidy. We also thank participants at the CSAE 2012, NOVAFRICA 2012, and NEUDC 2013 conferences, UC Davis Agricultural and Applied Economics and DGPE workshops as well as Thomas Barnebeck Andersen, Nikolaj Malchow-Møller, Måns Söderbom, Peter Sandholdt Jensen, Henrik Hansen, Søren Leth-Petersen, Per Andersen, Roy Mersland, Dean Karlan and David McKenzie for useful comments. All errors are our own. ","Elsevier B.V.","Article","Scopus"
"Sasidharan S.; Rajesh Raj S.N.","Sasidharan, Subash (36097408500); Rajesh Raj, S.N. (26533102300)","36097408500; 26533102300","The Growth Barriers of Informal Sector Enterprises: Evidence from India","2014","Developing Economies","13","10.1111/deve.12057","https://www.scopus.com/pages/publications/84911470390?origin=resultslist","Indian Institute of Technology Madras, Chennai, India; Sikkim University, Sikkim, India","Sasidharan S., Indian Institute of Technology Madras, Chennai, India; Rajesh Raj S.N., Sikkim University, Sikkim, India","The present study investigates the growth barriers of informal sector enterprises in India. The empirical analysis is based on the National Sample Survey Organization's unit-level data for three years, 2000-2001, 2005-6, and 2010-11. The results of the study reveal: proprietary and large firms survive and grow; enterprises managed by women are less likely to decline; inadequate power supply poses a severe growth obstacle to all categories of firms; and proprietary firms encounter capital shortage while large firms are constrained by the non-availability of raw materials. We do not find evidence of sub-contracting acting as an enabling factor in firm growth. © 2014 Institute of Developing Economies.","Barriers to growth; India; Informal sector; L25; L26; Multinomial logit","","","","","Article","Scopus"
"Höglund H.; Sundvik D.","Höglund, H. (55063869600); Sundvik, D. (56433581500)","55063869600; 56433581500","Outsourcing of accounting tasks and tax management: evidence from a corporate tax rate change","2016","Applied Economics Letters","6","10.1080/13504851.2015.1083074","https://www.scopus.com/pages/publications/84958059050?origin=resultslist","Hanken School of Economics, Vasa, Finland","Höglund H., Hanken School of Economics, Vasa, Finland; Sundvik D., Hanken School of Economics, Vasa, Finland","The aim of this article is to investigate if small firms react to a national corporate tax rate reduction by managing their taxable income. In contrast to previous studies, we also analyse whether outsourcing of accounting tasks affects the magnitude of the reaction. Based on a sample of Finnish firms and measures of earnings management, evidence is provided that firms with an internalized accounting function are more active tax planners in this context. This study suggests that outsourcing of accounting tasks increases the corporate tax reporting quality. © 2015 Taylor & Francis.","corporate tax rate; Finland; small firms; Tax management","Finland; income; management; outsourcing; small and medium-sized enterprise; tax system","","","Routledge","Article","Scopus"
"Shakya S.R.; Bajracharya I.; Vaidya R.A.; Bhave P.; Sharma A.; Rupakheti M.; Bajracharya T.R.","Shakya, Shree Raj (38362387900); Bajracharya, Iswor (56662259800); Vaidya, Ramesh Ananda (56161046300); Bhave, Prakash (7003686398); Sharma, Anzoo (57215552702); Rupakheti, Maheswar (8963601100); Bajracharya, Tri Ratna (23007579700)","38362387900; 56662259800; 56161046300; 7003686398; 57215552702; 8963601100; 23007579700","Estimation of air pollutant emissions from captive diesel generators and its mitigation potential through microgrid and solar energy","2022","Energy Reports","47","10.1016/j.egyr.2022.02.084","https://www.scopus.com/pages/publications/85125251545?origin=resultslist","Centre for Energy Studies (CES), Institute of Engineering, Tribhuvan University, Lalitpur, Pulchowk, Nepal; Institute for Advanced Sustainability Studies (IASS), Potsdam, Germany; International Centre for Integrated Mountain Development (ICIMOD), Lalitpur, Khumaltar, Nepal; Nepal Academy of Science and Technology (NAST), Lalitpur, Nepal; Department of Civil and Environmental Engineering, Duke University, Durham, NC, United States","Shakya S.R., Centre for Energy Studies (CES), Institute of Engineering, Tribhuvan University, Lalitpur, Pulchowk, Nepal, Institute for Advanced Sustainability Studies (IASS), Potsdam, Germany; Bajracharya I., Nepal Academy of Science and Technology (NAST), Lalitpur, Nepal; Vaidya R.A., International Centre for Integrated Mountain Development (ICIMOD), Lalitpur, Khumaltar, Nepal; Bhave P., International Centre for Integrated Mountain Development (ICIMOD), Lalitpur, Khumaltar, Nepal, Department of Civil and Environmental Engineering, Duke University, Durham, NC, United States; Sharma A., Centre for Energy Studies (CES), Institute of Engineering, Tribhuvan University, Lalitpur, Pulchowk, Nepal; Rupakheti M., Institute for Advanced Sustainability Studies (IASS), Potsdam, Germany; Bajracharya T.R., Centre for Energy Studies (CES), Institute of Engineering, Tribhuvan University, Lalitpur, Pulchowk, Nepal","The grid power supply in many developing countries is insufficient and irregular resulting in many commercial users relying on inefficient and air pollution intensive off-grid captive diesel generators (DGs) as a backup power supply. This study investigates the fuel consumption and emission level of such DGs and explores the possibility of reducing them through the formation of a microgrid of DGs and solar PV in a commercial area in Kathmandu, Nepal. An optimized microgrid system has been designed using the HOMER framework for both DGs and solar PV based systems. The optimized DG based microgrid results reduction in specific fuel consumption by 19% and cost by 5%. It also mitigates emissions of key air pollutants (PM2.5, PM10, CO, and VOCs) by 21% to 92% as compared to the baseline. If the solar PV based microgrid is used, the emissions can be reduced by 100% but cost increases by 27%. However, the overall economic benefit to the country could be quite significant due to the reduction of external costs of imported fossil fuel and generators, air pollution, adverse health outcomes, investment locking in grey power generation, and energy security issues. The approach used here can be emulated in many other developing countries with similar conditions. © 2022 The Author(s)","Air pollutants; Captive power generation; Commercial sector; Energy security; Microgrid; Solar","Air pollution; Cost reduction; Developing countries; Diesel engines; Energy policy; Fossil fuels; Investments; Solar energy; Solar power generation; % reductions; Air pollutant emission; Air pollutants; Captive power generation; Commercial sector; Diesel generators; Microgrid; Power- generations; Solar; Solar PVs; Energy security","Government of Norway; IASS; Ministry of Science, Research and Cultural Affairs of the State of Brandenburg; Sustainable Development Investment Portfolio; Direktion für Entwicklung und Zusammenarbeit, DEZA; International Centre for Integrated Mountain Development, ICIMOD; Department of Foreign Affairs and Trade, Australian Government, DFAT; Bundesministerium für Bildung und Forschung, BMBF; Brandenburger Staatsministerium für Wissenschaft, Forschung und Kultur, MWFK","The authors are grateful to the International Centre for Integrated Mountain Development (ICIMOD) for providing financial assistance and Institute for Advanced Sustainability Studies (IASS) for providing additional support for continuing this study. The support from ICIMOD was made possible with the financial support of the Sustainable Development Investment Portfolio (SDIP) of the Department of Foreign Affairs and Trade (DFAT), Government of Australia, and the Swiss Agency for Development and Cooperation (SDC) and the Government of Norway and ICIMOD’s core donors: the governments of Afghanistan, Australia, Austria, Bangladesh, Bhutan, China, India, Myanmar, Nepal, Norway, Pakistan, Sweden and Switzerland. Shree Raj Shakya is a fellow at IASS during Jan–Dec 2021. Maheswar Rupakheti and Shree Raj Shakya are grateful to the German Federal Ministry for Education and Research (BMBF) and the Ministry of Science, Research and Cultural Affairs of the State of Brandenburg (MWFK) for funding the IASS. The authors acknowledge the valuable support of Dr. Arun Bhakta Shrestha, Bikal Adhikari, Nripendra Bajracharya, Gauri Shrestha, Vishwo Bhushan Amatya, and Prof. Jagan Nath Shrestha during this study. We would like to thank Dr. A. Beatrice Murray for her valuable comments and suggestions on an earlier draft of this article, which greatly helped to improve it. The views and interpretations in this publication are those of the authors and are not necessarily attributable to their organizations. We would also like to thank the editor and anonymous reviewers of the journal for their valuable comments on an earlier version of the paper. ","Elsevier Ltd","Article","Scopus"
"McKague K.; Wheeler D.; Karnani A.","McKague, Kevin (56703575400); Wheeler, David (7202992548); Karnani, Aneel (23394885300)","56703575400; 7202992548; 23394885300","An integrated approach to poverty alleviation: Roles of the private sector, government and civil society","2015","The Business of Social and Environmental Innovation: New Frontiers in Africa","17","10.1007/978-3-319-04051-6_7","https://www.scopus.com/pages/publications/84944561973?origin=resultslist","Shannon School of Business, Cape Breton University, 1250 Grand Lake Rd, Sydney, B1P 6L2, NS, Canada; Cape Breton University, 1250 Grand Lake Rd, Sydney, B1P 6L2, NS, Canada; Stephen M. Ross School of Business, University of Michigan, 500 S State St, Ann Arbor, 48109, MI, United States","McKague K., Shannon School of Business, Cape Breton University, 1250 Grand Lake Rd, Sydney, B1P 6L2, NS, Canada; Wheeler D., Cape Breton University, 1250 Grand Lake Rd, Sydney, B1P 6L2, NS, Canada; Karnani A., Stephen M. Ross School of Business, University of Michigan, 500 S State St, Ann Arbor, 48109, MI, United States","In this chapter we offer an integrated framework for poverty alleviation that maps the roles of private sector, government and civil society organizations. For private sector enterprises and social entrepreneurs, strategies to engage the poor go well beyond selling to consumers and include working with the poor as valuable sources of information, as producers and suppliers, as employees and as distributors. We argue that the greatest impact that companies or social enterprises can have in reducing poverty is to create productive jobs for low-income individuals. We also emphasize the important role for local small and medium-sized enterprises (SMEs) to generate employment. Our integrated model also seeks to bring the essential role of government into the conversation on business and poverty alleviation. We outline government role in providing public services, infrastructure, regulation and facilitating job creation as essential for market-based approaches to poverty alleviation. Civil society can play an important role as a catalyst and watchdog to ensure that both the private sector and governments live up to societal regulations and expectations. With an understanding of the various roles and approaches of societal actors, social entrepreneurs and their partners can make realistic progress towards the complex tasks of social and environmental innovation while genuinely addressing poverty alleviation and bring us closer to a globally inclusive market system that creates value for all. © Springer International Publishing Switzerland 2015.","Civil society; Government; Integrated framework; Poverty alleviation; Private sector; Social innovation","Civil society; Government; Integrated frameworks; Poverty alleviation; Private sectors; Social innovations; Commerce","","","Springer International Publishing","Book chapter","Scopus"
"Bakker J.C.; Bot G.P.A.; Challa H.; Van de Braak N.J.","Bakker, J.C. (23166496600); Bot, G.P.A. (7005197442); Challa, H. (6602758845); Van de Braak, N.J. (7801575497)","23166496600; 7005197442; 6602758845; 7801575497","GREENHOUSE CLIMATE CONTROL: An integrated approach","2023","Greenhouse Climate Control: an Integrated Approach","2","10.3920/978-90-8686-501-7","https://www.scopus.com/pages/publications/85199117577?origin=resultslist","IMAG-DLO, Netherlands; IMAG-DLO, Wageningen Agricultural University, Department of Agricultural Engineering and Physics, Netherlands; Wageningen Agricultural University, Department of Horticulture, Netherlands","Bakker J.C., IMAG-DLO, Netherlands; Bot G.P.A., IMAG-DLO, Wageningen Agricultural University, Department of Agricultural Engineering and Physics, Netherlands; Challa H., Wageningen Agricultural University, Department of Horticulture, Netherlands; Van de Braak N.J., IMAG-DLO, Netherlands","This publication emphasises that an interdisciplinary and multi-disciplinary cooperation of scientists throughout the world is important in solving the complex problems facing the greenhouse industry. The book itself is an outstanding example of such cooperation. The aim of the book is to describe and analyse crop production in greenhouses in relation to climate control, to redefine the problem of (optimal) control from a theoretical point of view, and to provide a suitable framework for the design of new, scientifically based control systems. Though the principles are generally applicable, they are discussed against the background of the Dutch greenhouse industry. To provide the reader with some background information, the historical developments and the economic position of the Dutch horticultural industry are briefly reviewed in the introductory chapter…. this book will certainly become a reference as such an extensive review on the greenhouse-crop system and its control is lacking for research and teaching… (Scientia Horticultura). © Wageningen Academic Publishers, Wageningen, 1995.","climate control; greenhouse climate; horticulture","","","","Brill","Book","Scopus"
"Shahzad M.W.; Burhan M.; Ang L.; Ng K.C.","Shahzad, Muhammad Wakil (55363504200); Burhan, Muhammad (24467425600); Ang, Li (56414295200); Ng, Kim Choon (7403178980)","55363504200; 24467425600; 56414295200; 7403178980","Energy-water-environment nexus underpinning future desalination sustainability","2017","Desalination","730","10.1016/j.desal.2017.03.009","https://www.scopus.com/pages/publications/85014960475?origin=resultslist","Water Desalination & Reuse Center (WDRC), King Abdullah University of Science & Technology, Saudi Arabia; MEDAD Technologies Pte. Ltd., National University of Singapore, Singapore","Shahzad M.W., Water Desalination & Reuse Center (WDRC), King Abdullah University of Science & Technology, Saudi Arabia; Burhan M., Water Desalination & Reuse Center (WDRC), King Abdullah University of Science & Technology, Saudi Arabia; Ang L., MEDAD Technologies Pte. Ltd., National University of Singapore, Singapore; Ng K.C., Water Desalination & Reuse Center (WDRC), King Abdullah University of Science & Technology, Saudi Arabia","Energy-water-environment nexus is very important to attain COP21 goal, maintaining environment temperature increase below 2 °C, but unfortunately two third share of CO2 emission has already been used and the remaining will be exhausted by 2050. A number of technological developments in power and desalination sectors improved their efficiencies to save energy and carbon emission but still they are operating at 35% and 10% of their thermodynamic limits. Research in desalination processes contributing to fuel World population for their improved living standard and to reduce specific energy consumption and to protect environment. Recently developed highly efficient nature-inspired membranes (aquaporin & graphene) and trend in thermally driven cycle's hybridization could potentially lower then energy requirement for water purification. This paper presents a state of art review on energy, water and environment interconnection and future energy efficient desalination possibilities to save energy and protect environment. © 2017 Elsevier B.V.","Desalination performance; Desalination review; Renewable desalination; Sustainable desalination; SWRO; Thermal desalination","Desalination; Energy utilization; Sustainable development; Energy requirements; Environment temperature; Specific energy consumption; SWRO; Technological development; Thermal desalination; Thermodynamic limits; Water purification; carbon dioxide; carbon emission; desalination; membrane; reverse osmosis; seawater; technological development; Energy efficiency","","","Elsevier B.V.","Review","Scopus"
"Padilla F.M.; Peña-Fleitas M.T.; Gallardo M.; Thompson R.B.","Padilla, Francisco M. (57211624418); Peña-Fleitas, M. Teresa (56422487300); Gallardo, Marisa (7102471469); Thompson, Rodney B. (57203947643)","57211624418; 56422487300; 7102471469; 57203947643","Proximal optical sensing of cucumber crop N status using chlorophyll fluorescence indices","2016","European Journal of Agronomy","52","10.1016/j.eja.2015.11.001","https://www.scopus.com/pages/publications/84953366467?origin=resultslist","Department of Agronomy, BITAL Research Centre for Agricultural and Food Biotechnology, University of Almeria, Carretera de Sacramento s/n, La Cañada de San Urbano, Almería, 04120, Spain","Padilla F.M., Department of Agronomy, BITAL Research Centre for Agricultural and Food Biotechnology, University of Almeria, Carretera de Sacramento s/n, La Cañada de San Urbano, Almería, 04120, Spain; Peña-Fleitas M.T., Department of Agronomy, BITAL Research Centre for Agricultural and Food Biotechnology, University of Almeria, Carretera de Sacramento s/n, La Cañada de San Urbano, Almería, 04120, Spain; Gallardo M., Department of Agronomy, BITAL Research Centre for Agricultural and Food Biotechnology, University of Almeria, Carretera de Sacramento s/n, La Cañada de San Urbano, Almería, 04120, Spain; Thompson R.B., Department of Agronomy, BITAL Research Centre for Agricultural and Food Biotechnology, University of Almeria, Carretera de Sacramento s/n, La Cañada de San Urbano, Almería, 04120, Spain","Sustainable N management of intensive vegetable crops requires accurate and timely on-farm assessment of crop N status. Proximal fluorescence-based sensors are promising tools for monitoring crop N status, by providing non-destructive optical measurements of N-sensitive indicator compounds such as chlorophyll and flavonols. The ability of the Multiplex® fluorescence sensor to determine crop N status was evaluated in two indeterminate cucumber crops grown in contrasting seasons (autumn and spring). Three fluorescence indices, leaf chlorophyll (SFR) and flavonols (FLAV) contents, and their ratio (Nitrogen Balance Index, NBI) were evaluated, and their consistency between the two crops compared. Actual crop N status was assessed by the Nitrogen Nutrition Index (NNI), calculated as the ratio between the actual and the critical crop N contents (i.e., the minimum N content for maximum growth). There were strong relationships between each of SFR, FLAV and NBI with crop NNI, for most weekly measurements made throughout the two crops. For the three indices, coefficients of determination (R2) were mostly 0.65-0.91 in the autumn crop, and 0.71-0.99 in the spring crop. SFR values were generally comparable between the two crops, which enabled the derivation of common relationships with NNI for individual phenological phases that applied to both cropping seasons. FLAV and NBI values were not comparable between the two crops; FLAV values were appreciably higher throughout the spring crop, which was attributed to the higher solar radiation. Consequently, phenological relationships of FLAV and NBI with NNI were established for each individual cropping season. Our findings suggested that SFR was the most consistent index between cropping seasons, and that NBI was the most sensitive index within each season. Regardless of the index and crops, all fluorescence indices were weakly related to crop NNI during the short vegetative phase while stronger relationships were found in the reproductive and harvest phases. This study also showed that the three fluorescence indices were sensitive to and able to distinguish deficient from optimal crop N status, but that they were insensitive to discriminate optimal from slightly excessive N status. Overall, this study demonstrated that fluorescence indices of chlorophyll content (SFR), flavonols content (FLAV) and nitrogen sufficiency (NBI) can be used as reliable indicators of crop N status in cucumber crops; however, there was variability in FLAV and NBI values between cropping seasons and a lack of sensitivity in the range of optimal to slightly excessive crop N status. © 2015 Elsevier B.V.","Flavonols; Multiplex; Nitrogen Balance Index (NBI); Nitrogen management; Nitrogen Nutrition Index (NNI); Proximal optical sensors; Vegetable crops","Cucumis sativus; chlorophyll; crop plant; fluorescence; nitrogen; nutritional status; phenology; seasonal variation; secondary metabolite; sensor; solar radiation; vine","Spanish Ministry of Economy and Competitiveness, (AGL2012-39036-C03-01, JCI-2010-07037)","This work was funded by the Spanish Ministry of Economy and Competitiveness (Project AGL2012-39036-C03-01). FMP was supported by a Juan de la Cierva grant ( JCI-2010-07037 ). We thank Miguel Moriana, Alejandro Aliaga, Adriano Suchoronczek, Antonio Cortés and undergraduate and graduate students for technical assistance with field and laboratory work. We also appreciate the collaboration and assistance of the staff of the Experimental Station of the University of Almeria. We thank two anonymous reviewers for comments on an earlier draft.  ","Elsevier B.V.","Article","Scopus"
"Bergantino A.S.","Bergantino, Angela Stefania (55892232300)","55892232300","Incumbents and new entrants","2015","Rail Economics, Policy and Regulation in Europe","23","10.4337/9781783473335","https://www.scopus.com/pages/publications/84957961259?origin=resultslist","Department of Economics, Management and Law, University of Bari, Italy","Bergantino A.S., Department of Economics, Management and Law, University of Bari, Italy","[No abstract available]","","","","","Edward Elgar Publishing Ltd.","Book chapter","Scopus"
"Gevaers R.; Maes J.; Voorde E.V.D.; Vanelslander T.","Gevaers, Roel (55971346200); Maes, Jochen (55970950000); Voorde, Eddy Van de (6602230250); Vanelslander, Thierry (6504080142)","55971346200; 55970950000; 6602230250; 6504080142","Incumbents and new entrants in European rail freight","2015","Rail Economics, Policy and Regulation in Europe","2","10.4337/9781783473335","https://www.scopus.com/pages/publications/84957943608?origin=resultslist","Department of Transport and Regional Economics, University of Antwerp, Belgium","Gevaers R., Department of Transport and Regional Economics, University of Antwerp, Belgium; Maes J., Department of Transport and Regional Economics, University of Antwerp, Belgium; Voorde E.V.D., Department of Transport and Regional Economics, University of Antwerp, Belgium; Vanelslander T., Department of Transport and Regional Economics, University of Antwerp, Belgium","[No abstract available]","","","","","Edward Elgar Publishing Ltd.","Book chapter","Scopus"
"Brunner B.; Reissner M.; Kulich M.; Kovac P.","Brunner, Boris (56313834800); Reissner, Michael (7006096653); Kulich, Miloslav (13609305000); Kovac, Pavol (55359697000)","56313834800; 7006096653; 13609305000; 55359697000","Magnetic Studies of MgB2 Prepared by Internal Magnesium Diffusion with Various Doping","2016","IEEE Transactions on Applied Superconductivity","2","10.1109/TASC.2016.2529420","https://www.scopus.com/pages/publications/84969821573?origin=resultslist","Institute of Solid State Physics, Vienna University of Technology, Vienna, 1040, Austria; Institute of Electrical Engineering, Slovak Academy of Sciences, Bratislava, 84104, Slovakia","Brunner B., Institute of Solid State Physics, Vienna University of Technology, Vienna, 1040, Austria, Institute of Electrical Engineering, Slovak Academy of Sciences, Bratislava, 84104, Slovakia; Reissner M., Institute of Solid State Physics, Vienna University of Technology, Vienna, 1040, Austria; Kulich M., Institute of Electrical Engineering, Slovak Academy of Sciences, Bratislava, 84104, Slovakia; Kovac P., Institute of Electrical Engineering, Slovak Academy of Sciences, Bratislava, 84104, Slovakia","MgB2 wires doped with carbon and SiO2 nanoparticles prepared by the modified internal magnesium diffusion method were studied and compared with an undoped reference sample. It was found that doping of boron powder has a substantial effect on the diffusion reaction and that carbon acts as a MgB2 growth suppressor. The highest critical current density was exhibited by the wire with SMI+C boron powder heat-treated at 650 °C/1 h, with almost 10 000 A•cm-2 at 10 T and 4.2 K. From the point of view of pinning behavior, this wire showed the lowest pinning energies, indicating that high Jc is due to an increased number of pinning sites. The other C-doped wire with the PVZ+C boron powder showed field-direction-dependent pinning energies with higher energies for the parallel direction, in good agreement with the Jc results. The SiO2-doped wires exhibited a wide flux jump region and a quickly declining field dependence of Jc. © 2016 IEEE.","Critical current density; flux pinning; magnesiumdiboride; modified IMD","Boron; Carbon; Critical current density (superconductivity); Diffusion; Flux pinning; Magnesium; Magnesium compounds; Silica nanoparticles; Wire; Diffusion method; Diffusion reaction; Field dependence of Jc; Magnesium diborides; Magnetic studies; modified IMD; Reference samples; SiO2 Nanoparticles; Boron compounds","","","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Hynek N.","Hynek, Nik (35078509000)","35078509000","Czech strategic narrative on Afghanistan: Ideological reactiveness and domestic political contestation","2015","Strategic Narratives, Public Opinion and War: Winning Domestic Support for the Afghan War","2","10.4324/9781315770734","https://www.scopus.com/pages/publications/84959899444?origin=resultslist","Metropolitan University Prague, Charles University, Czech Republic","Hynek N., Metropolitan University Prague, Charles University, Czech Republic","[No abstract available]","","","","","Taylor and Francis Inc.","Book chapter","Scopus"
