"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Figueroa-Acevedo A.L.; Tsai C.-H.; Gruchalla K.; Claes Z.; Foley S.; Bakke J.; Okullo J.; Prabhakar A.J.","Figueroa-Acevedo, Armando L. (56440210800); Tsai, Chen-Hao (57193730507); Gruchalla, Kenny (25960789400); Claes, Zaran (57215424260); Foley, Shannon (57215418433); Bakke, Jordan (56019110800); Okullo, James (56020256100); Prabhakar, Aditya Jayam (55512015400)","56440210800; 57193730507; 25960789400; 57215424260; 57215418433; 56019110800; 56020256100; 55512015400","Visualizing the impacts of renewable energy growth in the U.S. Midcontinent","2020","IEEE Open Access Journal of Power and Energy","19","10.1109/OAJPE.2020.2967292","https://www.scopus.com/pages/publications/85107674587?origin=resultslist","Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; National Renewable Energy Laboratory (NREL), Golden, 80401, CO, United States; Electrical and Computer Engineering Department, Iowa State University, Ames, 50011, IA, United States; Economic and Policy Planning Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States","Figueroa-Acevedo A.L., Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; Tsai C.-H., Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; Gruchalla K., National Renewable Energy Laboratory (NREL), Golden, 80401, CO, United States; Claes Z., Electrical and Computer Engineering Department, Iowa State University, Ames, 50011, IA, United States; Foley S., Economic and Policy Planning Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; Bakke J., Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; Okullo J., Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States; Prabhakar A.J., Policy Studies Group, Midcontinent Independent System Operator, Eagan, 55121, MN, United States","This paper presents the visualization approach for enhancing analyses of the ongoing Renewable Integration Impact (RIIA) Assessment by the Midcontinent Independent System Operator (MISO), and brings the following contributions. First, this paper details the customization of state-of-the-art, open-source visualization code to complement existing power system visualization tools and data analytic processes used in MISO. Second, this paper describes how MISO integrates this visualization tool within a novel and holistic process for studying renewable integration issues. This visualization tool provides additional insights for RIIA from multiple aspects with fine spatial-temporal granularity, including the comparison of thermal generation performance at different renewable integration scenarios, improved understanding of complex interactions between regions within MISO, the effects of transmission upgrades on curtailment reduction using optimization techniques, and the improved verification of MISO’s simulation results. Lastly, we make the updated visualization code package publicly available. © 2010 IEEE.","Power system visualization; Renewable integration; Technology transfer","Electric utilities; Integration; Open systems; Visualization; Independent system operators; Optimization techniques; Power system visualization; Renewable energies; Renewable integration; Spatial temporals; Thermal generation; Visualization tools; Data visualization","","","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Crespo-Vazquez J.L.; Alskaif T.; Gonzalez-Rueda A.M.; Gibescu M.","Crespo-Vazquez, Jose Luis (57198354865); Alskaif, Tarek (56652204500); Gonzalez-Rueda, Angel Manuel (55857386900); Gibescu, Madeleine (22834212900)","57198354865; 56652204500; 55857386900; 22834212900","A Community-Based Energy Market Design Using Decentralized Decision-Making under Uncertainty","2021","IEEE Transactions on Smart Grid","120","10.1109/TSG.2020.3036915","https://www.scopus.com/pages/publications/85096838838?origin=resultslist","Copernicus Institute of Sustainable Development, Utrecht University, Utrecht, 3584 CB, Netherlands; Information Technology Group, Wageningen University and Research, Wageningen, 6708 PB, Netherlands; Department of Mathematics and CITIC, MODES Research Group, Faculty of Computer Science, University of A Coruña, Coruña, 15071 A, Spain","Crespo-Vazquez J.L., Copernicus Institute of Sustainable Development, Utrecht University, Utrecht, 3584 CB, Netherlands; Alskaif T., Information Technology Group, Wageningen University and Research, Wageningen, 6708 PB, Netherlands; Gonzalez-Rueda A.M., Department of Mathematics and CITIC, MODES Research Group, Faculty of Computer Science, University of A Coruña, Coruña, 15071 A, Spain; Gibescu M., Copernicus Institute of Sustainable Development, Utrecht University, Utrecht, 3584 CB, Netherlands","Moving to a user-centric approach is seen as a key change of paradigm in order to increase the efficiency and sustainability of energy systems. Massive integration of new economic agents such as prosumers and mobile or stationary storage will play a key role in the energy transition. In this article, a design of a community-based local energy market (CB-LEM) is proposed where the members are allowed to trade energy among each other through a local pool. The price is set on a day-ahead basis under the coordination of a Community Manager (CM). The novel aspect of this work is that every agent takes part in the determination of the local market price while deciding its own scheduling problem under uncertainty concerning renewable-energy generation and storage. After day-ahead clearing, real time operation and ex-post settlement of the local market by the CM are also explained in order to complete the proposed design. A real case study in a neighborhood in Amsterdam, The Netherlands, is used for testing the proposed framework. In addition, the performance of the ADMM-based clearing process is analyzed in terms of scalability and convergence.  © 2020 IEEE.","decentralized decision making; energy community; Local energy markets; market clearing","Decision making; Mobile agents; Renewable energy resources; Clearing process; Community-based; Decentralized decision making; Energy market designs; Energy transitions; Real-time operation; Renewable energy generation; Scheduling problem; Power markets","Dutch Topsector Energy Framework, (1621404); Rijksdienst voor Ondernemend Nederland, RVO; Ministerio de Economía y Competitividad, MINECO; Horizon 2020, (646039); Xunta de Galicia, (ED431C-2016-015); Agencia Estatal de Investigación, AEI, (MTM2014-53395-C3-1-P, MTM2017-87197-C3-1-P); Centro Singular de Investigación de Galicia, CINBIO, (ED431G/01, TSG-00608-2020)","Manuscript received April 21, 2020; revised September 4, 2020 and October 15, 2020; accepted November 3, 2020. Date of publication November 10, 2020; date of current version February 26, 2021. This work was supported in part by the framework of the Joint Program Initiative ERA-Net Smart Grids Plus and in part by the Initiative from the European Union Horizon 2020 Research and Innovation Programme under Grant 646039. The work of Tarek AlSkaif was supported by the B-DER Research Project which received funding from the Netherlands Enterprise Agency (RVO) within the Dutch Topsector Energy Framework, under Project 1621404. The work of Ángel Manuel González-Rueda was supported in part by the MINECO/AEI under the Grant MTM2014-53395-C3-1-P and Grant MTM2017-87197-C3-1-P, and in part by the Xunta de Galicia (Grupos de Referencia Competitiva ED431C-2016-015 and Centro Singular de Investigación de Galicia ED431G/01). Paper no. TSG-00608-2020. (Corresponding author: Madeleine Gibescu.) Jose Luis Crespo-Vazquez and Madeleine Gibescu are with the Copernicus Institute of Sustainable Development, Utrecht University, 3584 CB Utrecht, The Netherlands (e-mail: j.l.crespovazquez@uu.nl; m.gibescu@uu.nl).","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Mendis H.V.K.; Lange S.; Heegaard P.E.","Mendis, H. V. Kalpanie (57195913616); Lange, Stanislav (55845108500); Heegaard, Poul E. (7004577116)","57195913616; 55845108500; 7004577116","Admission Control in Intent-based Network Slices for the Smart Grid Usecase","2024","2024 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids, SmartGridComm 2024","1","10.1109/SmartGridComm60555.2024.10738080","https://www.scopus.com/pages/publications/85210817823?origin=resultslist","Ntnu - Norwegian University of Science and Technology, Department of Information Security and Communication Technology, Trondheim, N-7491, Norway","Mendis H.V.K., Ntnu - Norwegian University of Science and Technology, Department of Information Security and Communication Technology, Trondheim, N-7491, Norway; Lange S., Ntnu - Norwegian University of Science and Technology, Department of Information Security and Communication Technology, Trondheim, N-7491, Norway; Heegaard P.E., Ntnu - Norwegian University of Science and Technology, Department of Information Security and Communication Technology, Trondheim, N-7491, Norway","The mission-critical operations of smart distribution grids necessitate highly reliable and low-latency communication to ensure uninterrupted electricity distribution with high security of supply. The 5G networks (and beyond), will provide a diverse range of services for various customers, network operators, and verticals. This is enabled by the flexibility provided by increased softwarization and virtualization of the networks, including network slicing. In an intent-based network, the tenants can express the desired outcome of a communication service using intents at an abstract level. Due to the highly dynamic nature of communication service requests, it is very challenging for the network provider to make the trade-off between accepting or rejecting a request while allocating resources to meet the tenants' expectations as defined by the service level objectives. In this paper, we implemented a discrete event simulation, including a two-tier admission control mechanism for service requests. The simulation results compare four admission control policies upon the arrival of service requests into the network-sliced environment and provide interesting parameters, such as the probability of violating a service level objective, which implies a breach of the service level agreement. Our findings in the paper highlight the importance of priority enforcement, two-tier admission control, and resource reserving strategies to meet the desired objectives of mission-critical traffic in smart distribution grid protection.  © 2024 IEEE.","Admission control; beyond 5G; intents; network slices; service level objectives","5G mobile communication systems; Queueing networks; Resource allocation; Uninterruptible power systems; Admission-control; Beyond 5g; Communication service; Intent; Network slice; Service level objective; Service requests; Smart distribution grids; Smart grid; Two tiers; Discrete event simulation","CINELDI; Norges Forskningsråd; Centre for Environment-friendly Energy Research, (257626/E20)","This paper has been funded by CINELDI - Centre for intelligent electricity distribution, an 8 year Research Centre under the FME-scheme (Centre for Environment-friendly Energy Research, 257626/E20). The authors gratefully acknowledge the financial support from the Research Council of Norway and the CINELDI partners.","Institute of Electrical and Electronics Engineers Inc.","Conference paper","Scopus"
"Papageorgiou P.G.; Papafilippou P.T.; Oureilidis K.O.; Christoforidis G.C.","Papageorgiou, Pavlos G. (57986225200); Papafilippou, Panagiotis T. (59215631000); Oureilidis, Konstantinos O. (55568750400); Christoforidis, Georgios C. (7003530999)","57986225200; 59215631000; 55568750400; 7003530999","An Adaptive Controller of a Hybrid Storage System for Power Smoothing with Enlarged Battery Lifetime","2024","IEEE Transactions on Sustainable Energy","11","10.1109/TSTE.2024.3426917","https://www.scopus.com/pages/publications/85198333316?origin=resultslist","University of Western Macedonia, ZEP Campus, Department of Electrical and Computer Engineering, Kozani, 50150, Greece","Papageorgiou P.G., University of Western Macedonia, ZEP Campus, Department of Electrical and Computer Engineering, Kozani, 50150, Greece; Papafilippou P.T., University of Western Macedonia, ZEP Campus, Department of Electrical and Computer Engineering, Kozani, 50150, Greece; Oureilidis K.O., University of Western Macedonia, ZEP Campus, Department of Electrical and Computer Engineering, Kozani, 50150, Greece; Christoforidis G.C., University of Western Macedonia, ZEP Campus, Department of Electrical and Computer Engineering, Kozani, 50150, Greece","The volatility of grid-coupled photovoltaics can cause local voltage deviations, while the impact on frequency becomes obvious in isolated weak grids. Thus, a standalone battery is usually proposed for smoothing purposes. However, the frequent cycles and abrupt power variations shrink its life and impair control performance. To this end, this study introduces a controller for a hybrid system composed of a superconducting magnetic energy storage (SMES) and a battery. The proposed method establishes an idling zone for battery to eliminate its short-term activity, while SMES handles any power mismatch. The zone limits are dynamically adjusted in case of power balance detection, while an adaptive saturation is applied to them for maximal SMES utilization and minimal battery degradation. When SMES current deviates from this zone, battery operates with an adaptive ramp rate (i.e., di/dt) depending on the state of charge of SMES, to further optimize its life. Additionally, to prevent unnecessary power circulation among SMES and battery, supervisory control loops are implemented. Finally, to evaluate this scheme against preceding controllers regarding battery life extension, a real-time approach is followed using a dedicated simulator, while a hardware-in-the-loop verification is presented using an actual controller.  © 2024 IEEE. Personal use is permitted, but republication/redistribution requires IEEE permission.","Battery lifetime; controller hardware-in-the-loop (CHIL); hybrid energy storage system (HESS); photovoltaic system (PV); power allocation strategy; real-time simulation","Adaptive control systems; Battery management systems; Charging (batteries); Controllers; Electric energy storage; Electric power system control; Hardware-in-the-loop simulation; Hybrid systems; Interactive computer systems; Magnetic storage; Secondary batteries; Superconducting magnets; Synthetic apertures; Battery; Battery charge measurement; Battery lifetime; Controller hardware; Controller hardware-in-the-loop; Hardware in the loops; Hybrid energy storage system; Hybrid energy storage systems; Photovoltaic system; Photovoltaic systems; Power allocation strategies; Real - Time system; Realtime simulation (RTS); Real time systems","European Commission, EC; Operational Programme Competitiveness, Entrepreneurship and Innovation, (NSRF 2014-2020); European Regional Development Fund, ERDF, (TSTE-00279-2024); European Regional Development Fund, ERDF","This work was supported by the project Development of New Innovative Low-Carbon Energy Technologies to Enhance excellence in the Region of Western Macedonia (MIS 5047197) under the Action Reinforcement of the Research and Innovation Infrastructure , funded by the Operational Programme Competitiveness, Entrepreneurship and Innovation (NSRF 2014-2020) and co-financed by Greece and the European Union (European Regional Development Fund). Paper no. TSTE-00279-2024.","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Ceglia F.; Marrasso E.; Roselli C.; Sasso M.","Ceglia, F. (57908378100); Marrasso, E. (56030678300); Roselli, C. (12785342600); Sasso, M. (6603686538)","57908378100; 56030678300; 12785342600; 6603686538","Time-evolution and forecasting of environmental and energy performance of electricity production system at national and at bidding zone level","2022","Energy Conversion and Management","36","10.1016/j.enconman.2022.115772","https://www.scopus.com/pages/publications/85130567848?origin=resultslist","DING, Department DING, Department of Engineering, University of Sannio, Benevento, 82100, Italy","Ceglia F., DING, Department DING, Department of Engineering, University of Sannio, Benevento, 82100, Italy; Marrasso E., DING, Department DING, Department of Engineering, University of Sannio, Benevento, 82100, Italy; Roselli C., DING, Department DING, Department of Engineering, University of Sannio, Benevento, 82100, Italy; Sasso M., DING, Department DING, Department of Engineering, University of Sannio, Benevento, 82100, Italy","The electricity generation system has faced exceptional change lately because of several aspects: the electrification of heating and transport sectors, the spread of distributed energy generation, and the increase of renewable share in the electricity production mix. All these factors have contributed to exacerbate the variability of power system operation. This work aims to present hourly data analysis of the electricity production (from fossil fuels and renewables) at the country level (Italy) and at the bidding zone level in the period 2015–2019. Based on different time-resolution, several datasets have been examined and a reproducible method has been defined to overcome the temporal resolution misalignment. Subsequently, the data has been used to define and calculate the time-dependent energy efficiency and environmental indicators for the electricity system with an hourly timestep both for Italy and related bidding zones. The results have demonstrated that these parameters are extremely variable year by year and hour by hour both at the national and bidding zones level. For example, one of the analysed energy efficiency indicators referred to Italy ranges from 0.4 in the hours in which the renewable share is lower than 10% to 1.8 when the renewable share reaches 80%. At the bidding zone level, the electric efficiency indicators, and carbon dioxide emission factor for electricity show a pattern depending on the specific electricity production mix in each zone evidencing a great difference compared to outcomes related to the whole of Italy. The findings of this work evidence the need of accurate knowledge of these operational indexes in the evaluation of electric-driven energy conversion systems performance, energy planning, and in the improvements of electricity market efficiency. © 2022 Elsevier Ltd","Bidding zones; Electricity system; Energy efficiency; Environmental indicators; Fossil sources; Renewables; Time-dependent indicators","Carbon dioxide; Electric power generation; Fossil fuels; Global warming; Bidding zone; Electricity production; Electricity system; Energy efficiency indicator; Environmental indicators; Fossil sources; Production mix; Renewables; Time dependent; Time-dependent indicator; Energy efficiency","","","Elsevier Ltd","Article","Scopus"
"Schwarz S.; Flamme H.; Gurses-Tran G.; Cupelli M.; Monti A.","Schwarz, Sebastian (57208097079); Flamme, Hendrik (57203657995); Gurses-Tran, Gonca (57216613662); Cupelli, Marco (27867542200); Monti, Antonello (57203094797)","57208097079; 57203657995; 57216613662; 27867542200; 57203094797","Agent-based Power Scheduling Framework for Interconnected Local Energy Communities Incorporating DSO Objectives","2019","IECON Proceedings (Industrial Electronics Conference)","7","10.1109/IECON.2019.8927422","https://www.scopus.com/pages/publications/85084036016?origin=resultslist","E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany","Schwarz S., E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany; Flamme H., E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany; Gurses-Tran G., E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany; Cupelli M., E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany; Monti A., E.ON Energy Research Center, RWTH Aachen University, Automation of Complex Power Systems, Aachen, Germany","This paper presents an agent-based power scheduling framework for interconnected local energy communities (LECs) using the Nash bargaining solution (NBS) approach to offer a fair and financial reimbursement for changing the operation objectives of such LECs. LECs are a modern form of microgrids (MGs) which consist not only of electrical energy systems but also include thermal energy. The focus is set on the LEC operator needs with different operational objectives, where in classical MGs the island aspect often dominates the operation. We assume that in the future distribution system several LECs will exist and are, therefore, interconnected with each other. It can be assumed that the operational objectives of an LEC and the distribution system operator (DSO) may differ considerably. To align these objectives and achieve system-wide cost-optimal operation, the DSO incentivizes the LECs to deviate from their previously planned power schedules by offering a financial reimbursement that is determined using the NBS mechanism. The local and global cost saving for the proposed agent-based power scheduling framework is demonstrated on a use case scenario modeled after a real pilot microgrid. © 2019 IEEE.","Agent-based power scheduling framework; day-ahead scheduling; local energy communities; multi-microgrid system; Nash bargaining solution","Industrial electronics; Microgrids; Scheduling; Distribution systems; Electrical energy systems; Future distribution systems; Local energy; Nash bargaining solution; Optimal operation; Power Scheduling; Use case scenario; Electric power system interconnection","Horizon 2020 Framework Programme, H2020, (731289); European Commission, EC","ACKNOWLEDGMENT This research activity is supported by the European Union through the H2020-LCE-2016-SGS-731289 project “InterFlex”.","IEEE Computer Society","Conference paper","Scopus"
"Zecchino A.; D'Arco S.; Endegnanew A.G.; Korpas M.; Marinelli M.","Zecchino, Antonio (56964461600); D'Arco, Salvatore (23966424600); Endegnanew, Atsede G. (55662589200); Korpas, Magnus (15077121600); Marinelli, Mattia (55936425500)","56964461600; 23966424600; 55662589200; 15077121600; 55936425500","Enhanced primary frequency control from EVs: A fleet management strategy to mitigate effects of response discreteness","2019","IET Smart Grid","18","10.1049/iet-stg.2018.0274","https://www.scopus.com/pages/publications/85085533159?origin=resultslist","Department of Electrical Engineering, Technical University of Denmark, Roskilde, 4000, Denmark; Department of Energy Systems, SINTEF Energy Research, Trondheim, 7465, Norway; Department of Electric Power Engineering, Norwegian University of Science and Technology, Trondheim, 7465, Norway","Zecchino A., Department of Electrical Engineering, Technical University of Denmark, Roskilde, 4000, Denmark; D'Arco S., Department of Energy Systems, SINTEF Energy Research, Trondheim, 7465, Norway; Endegnanew A.G., Department of Energy Systems, SINTEF Energy Research, Trondheim, 7465, Norway; Korpas M., Department of Electric Power Engineering, Norwegian University of Science and Technology, Trondheim, 7465, Norway; Marinelli M., Department of Electrical Engineering, Technical University of Denmark, Roskilde, 4000, Denmark","Electric vehicle (EV) chargers can be controlled to support the grid frequency by implementing a standard-compliant fast primary frequency control (PFC). This study addresses potential effects on power systems due to control discreteness in aggregated EVs when providing frequency regulation. Possible consequences of a discrete response, as reserve provision error and induced grid frequency oscillations, are first identified by a theoretical analysis both for large power systems and for microgrids. Thus, an EV fleet management solution relying on shifting the droop characteristic for the individual EVs is proposed. The PFC is implemented in a microgrid with a power-hardware-in-The-loop approach to complement the investigation with experimental validation. Both the analytical and the experimental results demonstrate how the controller performance is influenced by the response granularity, and that related oscillations can be prevented either by reducing the response granularity or by applying appropriate shifts on the droop characteristics for individual EVs. © 2019 Institution of Engineering and Technology. All rights reserved.","","Fleet operations; Vehicle-to-grid; Controller performance; Droop characteristics; Experimental validations; Frequency regulations; Grid frequency oscillations; Large power systems; Power hardware in the loops; Primary frequency control; Electric power transmission networks","","","Institution of Engineering and Technology","Article","Scopus"
"Liu W.; Ding F.; Zhao C.","Liu, Weijia (55212509300); Ding, Fei (57218212225); Zhao, Changhong (55488932800)","55212509300; 57218212225; 55488932800","Dynamic restoration strategy for distribution system resilience enhancement","2020","2020 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2020","14","10.1109/ISGT45199.2020.9087726","https://www.scopus.com/pages/publications/85086240158?origin=resultslist","National Renewable Energy Laboratory, Golden, CO, United States","Liu W., National Renewable Energy Laboratory, Golden, CO, United States; Ding F., National Renewable Energy Laboratory, Golden, CO, United States; Zhao C., National Renewable Energy Laboratory, Golden, CO, United States","In electric power distribution systems, distributed energy resources (DERs) can act as controllable power sources and support utility operators to minimize power outages after extreme weather events (e.g., hurricane, earthquake, wildfire) and thus help enhance the grid's resilience. Meanwhile, the influences of extreme events and the capabilities of DERs are dynamic and difficult to predict. Hence, the desired distribution system restoration strategy should be able to evolve according to real-time fault/dis-turbance information and the availability of DERs. In this paper, we propose a new dynamic restoration strategy for distribution systems to enhance system resilience against potential hazards. An efficient reconfiguration algorithm is developed to eliminate the use of integer variables to relieve the computational burden. Model predictive control is implemented to adjust the system topology and DER operation set points based on the updated fault information and DER forecasts. The effectiveness of the proposed restoration model in enhancing distribution system resilience is validated through an IEEE 123-bus test system. Simulation results also validate that the proposed restoration model can mitigate the occurrence of unexpected events and the fluctuations of DERs. © 2020 IEEE.","Distributed energy resources (DERs); Distribution system reconfiguration; Distribution system restoration; Model predictive control (MPC); Power system resilience; Three-phase unbalanced distribution system","Computational efficiency; Electric power transmission networks; Energy resources; Model predictive control; Outages; Restoration; Smart power grids; Topology; Computational burden; Controllable power source; Distributed Energy Resources; Distribution system restoration; Distribution systems; Electric power distribution systems; Extreme weather events; Reconfiguration algorithm; Electric power system control","U.S. Department of Energy, USDOE, (DE-AC36-08GO28308); Laboratory Directed Research and Development, LDRD","Funding text 1: This work was authored by the National Renewable Energy Laboratory, operated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy (DOE) under Contract No. DE-AC36-08GO28308. Funding provided by NREL’s Laboratory Directed Research and Development Program. The views expressed in the article do not necessarily represent the views of the DOE or the U.S. Government. The U.S. Government retains and the publisher, by accepting the article for publication, acknowledges that the U.S. Government retains a nonexclusive, paid-up, irrevocable, worldwide license to publish or reproduce the published form of this work, or allow others to do so, for U.S. Government purposes.; Funding text 2: This work was authored by the National Renewable Energy Laboratory, oper-ated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy (DOE) under Contract No. DE-AC36-08GO28308. Funding provided by NREL's Laboratory Directed Research and Development Program.","Institute of Electrical and Electronics Engineers Inc.","Conference paper","Scopus"
"Cavraro G.; Bernstein A.","Cavraro, Guido (54789503700); Bernstein, Andrey (57211574330)","54789503700; 57211574330","Bus Clustering for Distribution Grid Topology Identification","2020","IEEE Transactions on Smart Grid","24","10.1109/TSG.2020.2990124","https://www.scopus.com/pages/publications/85090463466?origin=resultslist","Power Systems Engineering Center, National Renewable Energy Laboratory, Golden, CO, United States","Cavraro G., Power Systems Engineering Center, National Renewable Energy Laboratory, Golden, CO, United States; Bernstein A., Power Systems Engineering Center, National Renewable Energy Laboratory, Golden, CO, United States","Recovering the distribution grid topology is essential to perform several distribution system operator functions. Many algorithms that address the topology recovery problem have already been proposed in the literature. Most are based on a priori information regarding which buses are fed by which substation; however, this information might not be available because frequent grid reconfigurations change the distribution grid portion connected to each substation. This paper addresses the problem of assigning every substation the set of buses that it is feeding, given field data. First, the aforementioned task is cast as a nonconvex optimization problem. Second, a relaxed version of the optimization problem is solved via the alternating direction method of multipliers. Finally, the performance of our approach is validated through numerical simulations of realistic scenarios using a standard IEEE benchmark feeder.  © 2010-2012 IEEE.","Bus clustering; optimization; power network topology identification","Benchmarking; Optimization; Topology; Alternating direction method of multipliers; Distribution grid; Distribution systems; Field data; Nonconvex optimization problem; Optimization problems; Priori information; Realistic scenario; Buses","U.S. Department of Energy, USDOE, (DE-AC36-08GO28308); U.S. Department of Energy, USDOE; National Renewable Energy Laboratory, NREL, (TSG-00917-2019); National Renewable Energy Laboratory, NREL; Laboratory Directed Research and Development, LDRD","Funding text 1: This work was supported in part by the National Renewable Energy Laboratory, operated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy under Contract DE-AC36-08GO28308, and in part by the Laboratory Directed Research and Development Program at NREL. Paper no. TSG-00917-2019.; Funding text 2: Manuscript received June 30, 2019; revised October 16, 2019 and February 24, 2020; accepted April 13, 2020. Date of publication April 23, 2020; date of current version August 21, 2020. This work was supported in part by the National Renewable Energy Laboratory, operated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy under Contract DE-AC36-08GO28308, and in part by the Laboratory Directed Research and Development Program at NREL. Paper no. TSG-00917-2019. (Corresponding author: Guido Cavraro.) The authors are with the Power Systems Engineering Center, National Renewable Energy Laboratory, Golden, CO 80401 USA (e-mail: guido.cavraro@nrel.gov).","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Ding C.; Ke J.; Levine M.; Zhou N.","Ding, Chao (57193321899); Ke, Jing (39261767900); Levine, Mark (7404034662); Zhou, Nan (57204111333)","57193321899; 39261767900; 7404034662; 57204111333","Potential of artificial intelligence in reducing energy and carbon emissions of commercial buildings at scale","2024","Nature Communications ","162","10.1038/s41467-024-50088-4","https://www.scopus.com/pages/publications/85198345775?origin=resultslist","Energy Technologies Area, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, 94720, CA, United States","Ding C., Energy Technologies Area, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, 94720, CA, United States; Ke J., Energy Technologies Area, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, 94720, CA, United States; Levine M., Energy Technologies Area, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, 94720, CA, United States; Zhou N., Energy Technologies Area, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, 94720, CA, United States","Artificial intelligence has emerged as a technology to enhance productivity and improve life quality. However, its role in building energy efficiency and carbon emission reduction has not been systematically studied. This study evaluated artificial intelligence’s potential in the building sector, focusing on medium office buildings in the United States. A methodology was developed to assess and quantify potential emissions reductions. Key areas identified were equipment, occupancy influence, control and operation, and design and construction. Six scenarios were used to estimate energy and emissions savings across representative climate zones. Here we show that artificial intelligence could reduce cost premiums, enhancing high energy efficiency and net zero building penetration. Adopting artificial intelligence could reduce energy consumption and carbon emissions by approximately 8% to 19% in 2050. Combining with energy policy and low-carbon power generation could approximately reduce energy consumption by 40% and carbon emissions by 90% compared to business-as-usual scenarios in 2050. © The Author(s) 2024.","","United States; artificial intelligence; building; carbon emission; emission control; energy efficiency; energy policy; energy use; power generation; article; artificial intelligence; carbon emission; climate; commercial phenomena; controlled study; energy; energy consumption; quality of life","United States Government; Lawrence Berkeley National Laboratory, LBNL, (DE-AC02-05CH11231); Lawrence Berkeley National Laboratory, LBNL","This work was supported by Lawrence Berkeley National Laboratory (LBNL) under Contract No. DE-AC02-05CH11231. We would like to thank Dr. Jessica Granderson at LBNL for providing information related to building control. The United States Government retains, and by accepting the article for publication, the publisher acknowledges that the United States Government retains, a non-exclusive, paid-up, irrevocable, worldwide license to publish or reproduce the published form of this work, or allow others to do so, for United States Government purposes.","Nature Research","Article","Scopus"
"Niet I.; van Est R.; Veraart F.","Niet, Irene (57312304100); van Est, Rinie (35758095400); Veraart, Frank (23983784600)","57312304100; 35758095400; 23983784600","Governing AI in Electricity Systems: Reflections on the EU Artificial Intelligence Bill","2021","Frontiers in Artificial Intelligence","32","10.3389/frai.2021.690237","https://www.scopus.com/pages/publications/85117913887?origin=resultslist","Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, Netherlands; Rathenau Instituut, The Hague, Netherlands","Niet I., Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, Netherlands; van Est R., Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, Netherlands, Rathenau Instituut, The Hague, Netherlands; Veraart F., Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, Netherlands","The Proposal for an Artificial Intelligence Act, published by the European Commission in April 2021, marks a major step in the governance of artificial intelligence (AI). This paper examines the significance of this Act for the electricity sector, specifically investigating to what extent the current European Union Bill addresses the societal and governance challenges posed by the use of AI that affects the tasks of system operators. For this we identify various options for the use of AI by system operators, as well as associated risks. AI has the potential to facilitate grid management, flexibility asset management and electricity market activities. Associated risks include lack of transparency, decline of human autonomy, cybersecurity, market dominance, and price manipulation on the electricity market. We determine to what extent the current bill pays attention to these identified risks and how the European Union intends to govern these risks. The proposed AI Act addresses well the issue of transparency and clarifying responsibilities, but pays too little attention to risks related to human autonomy, cybersecurity, market dominance and price manipulation. We make some governance suggestions to address those gaps. © Copyright © 2021 Niet, van Est and Veraart.","AI; autonomy; electricity system; governance; risks","","Eindhoven University; Stichting Universiteitsfonds Eindhoven","This publication is part of the project Governance van artificiële intelligentie in de energietransitie (Governance of Artificial Intelligence in the Energy Transition) funded by the Eindhoven University Fund (Stichting Universiteitsfonds Eindhoven).","Frontiers Media S.A.","Article","Scopus"
